iteration,elapsed_time,cost_loss,nu_loss,actor_loss,anti_expert_nu,unlabeled_nu,init_nu,unlabeled_adv,anti_expert_adv,unlabeled_weight,anti_expert_weight,unlabeled_min_weight,unlabeled_max_weight,anti_expert_min_weight,anti_expert_max_weight,unlabeled_reward,anti_expert_reward,alpha,eval_return,eval_cost,CVar50,CVar20,CVar10,CVar5
230000,20345.849109888077,"tf.Tensor(1.1618307, shape=(), dtype=float32)","tf.Tensor(6.3887167, shape=(), dtype=float32)","tf.Tensor(-14.369463, shape=(), dtype=float32)","tf.Tensor(2.1069562, shape=(), dtype=float32)","tf.Tensor(4.261508, shape=(), dtype=float32)","tf.Tensor(-24.704914, shape=(), dtype=float32)","tf.Tensor(0.003722947, shape=(), dtype=float32)","tf.Tensor(-0.16109955, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.00050921744, shape=(), dtype=float32)","tf.Tensor(16.35671, shape=(), dtype=float32)","tf.Tensor(3.1234123e-08, shape=(), dtype=float32)","tf.Tensor(9.747081, shape=(), dtype=float32)","tf.Tensor(0.036312558, shape=(), dtype=float32)","tf.Tensor(-0.13302012, shape=(), dtype=float32)",0.19003750251770019,18.455688110589577,27.942,49.456,72.68,84.96,92.72
240000,21085.45584130287,"tf.Tensor(1.1913834, shape=(), dtype=float32)","tf.Tensor(6.337807, shape=(), dtype=float32)","tf.Tensor(-13.600666, shape=(), dtype=float32)","tf.Tensor(2.4060698, shape=(), dtype=float32)","tf.Tensor(4.130372, shape=(), dtype=float32)","tf.Tensor(-23.812864, shape=(), dtype=float32)","tf.Tensor(-0.054166567, shape=(), dtype=float32)","tf.Tensor(-0.1400958, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0030604552, shape=(), dtype=float32)","tf.Tensor(7.73784, shape=(), dtype=float32)","tf.Tensor(2.0684502e-05, shape=(), dtype=float32)","tf.Tensor(11.302298, shape=(), dtype=float32)","tf.Tensor(-0.025668424, shape=(), dtype=float32)","tf.Tensor(-0.12704918, shape=(), dtype=float32)",0.19003750251770019,18.74220274674319,28.744,50.436,73.22,89.18,103.88
250000,21831.191250562668,"tf.Tensor(1.1967448, shape=(), dtype=float32)","tf.Tensor(6.3700995, shape=(), dtype=float32)","tf.Tensor(-13.080695, shape=(), dtype=float32)","tf.Tensor(2.4937122, shape=(), dtype=float32)","tf.Tensor(3.8162568, shape=(), dtype=float32)","tf.Tensor(-25.159958, shape=(), dtype=float32)","tf.Tensor(-0.034896113, shape=(), dtype=float32)","tf.Tensor(-0.12321909, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00015196233, shape=(), dtype=float32)","tf.Tensor(26.617332, shape=(), dtype=float32)","tf.Tensor(0.0012441266, shape=(), dtype=float32)","tf.Tensor(24.020758, shape=(), dtype=float32)","tf.Tensor(-0.019604284, shape=(), dtype=float32)","tf.Tensor(-0.12522124, shape=(), dtype=float32)",0.19003750251770019,18.57433689548102,28.93,50.064,69.63,82.78,98.24
260000,22582.303679704666,"tf.Tensor(1.1973435, shape=(), dtype=float32)","tf.Tensor(6.3681207, shape=(), dtype=float32)","tf.Tensor(-14.29978, shape=(), dtype=float32)","tf.Tensor(2.3248339, shape=(), dtype=float32)","tf.Tensor(4.8144636, shape=(), dtype=float32)","tf.Tensor(-24.216393, shape=(), dtype=float32)","tf.Tensor(0.0040392475, shape=(), dtype=float32)","tf.Tensor(-0.056484237, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0022461612, shape=(), dtype=float32)","tf.Tensor(9.143565, shape=(), dtype=float32)","tf.Tensor(0.0055208555, shape=(), dtype=float32)","tf.Tensor(19.233797, shape=(), dtype=float32)","tf.Tensor(0.0070428792, shape=(), dtype=float32)","tf.Tensor(-0.11649607, shape=(), dtype=float32)",0.19003750251770019,18.66587159252493,28.952,51.264,73.76,88.24,102.76
270000,23314.337066411972,"tf.Tensor(1.178117, shape=(), dtype=float32)","tf.Tensor(6.400549, shape=(), dtype=float32)","tf.Tensor(-14.730063, shape=(), dtype=float32)","tf.Tensor(2.1729817, shape=(), dtype=float32)","tf.Tensor(4.5402193, shape=(), dtype=float32)","tf.Tensor(-26.11835, shape=(), dtype=float32)","tf.Tensor(0.04981876, shape=(), dtype=float32)","tf.Tensor(-0.10393817, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0039590034, shape=(), dtype=float32)","tf.Tensor(15.867339, shape=(), dtype=float32)","tf.Tensor(0.019787734, shape=(), dtype=float32)","tf.Tensor(26.038074, shape=(), dtype=float32)","tf.Tensor(0.066155724, shape=(), dtype=float32)","tf.Tensor(-0.12162974, shape=(), dtype=float32)",0.19003750251770019,18.52137784524261,29.704,51.732,74.24,87.22,97.76
280000,24035.6581158638,"tf.Tensor(1.1960142, shape=(), dtype=float32)","tf.Tensor(6.4083405, shape=(), dtype=float32)","tf.Tensor(-14.932247, shape=(), dtype=float32)","tf.Tensor(2.443913, shape=(), dtype=float32)","tf.Tensor(4.1412663, shape=(), dtype=float32)","tf.Tensor(-23.621616, shape=(), dtype=float32)","tf.Tensor(0.009922499, shape=(), dtype=float32)","tf.Tensor(-0.15459153, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.003256284, shape=(), dtype=float32)","tf.Tensor(24.98322, shape=(), dtype=float32)","tf.Tensor(0.07470872, shape=(), dtype=float32)","tf.Tensor(6.3112307, shape=(), dtype=float32)","tf.Tensor(-0.003926116, shape=(), dtype=float32)","tf.Tensor(-0.12515686, shape=(), dtype=float32)",0.19003750251770019,18.80430985268871,29.828,51.452,73.93,90.04,104.6
290000,24783.566663980484,"tf.Tensor(1.1655978, shape=(), dtype=float32)","tf.Tensor(6.3692446, shape=(), dtype=float32)","tf.Tensor(-13.061399, shape=(), dtype=float32)","tf.Tensor(2.2534788, shape=(), dtype=float32)","tf.Tensor(4.327914, shape=(), dtype=float32)","tf.Tensor(-25.935005, shape=(), dtype=float32)","tf.Tensor(0.039546885, shape=(), dtype=float32)","tf.Tensor(-0.18300717, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0029018582, shape=(), dtype=float32)","tf.Tensor(8.330584, shape=(), dtype=float32)","tf.Tensor(1.3296497e-09, shape=(), dtype=float32)","tf.Tensor(9.481861, shape=(), dtype=float32)","tf.Tensor(0.045399792, shape=(), dtype=float32)","tf.Tensor(-0.13582094, shape=(), dtype=float32)",0.19003750251770019,18.37676070100458,31.248,54.008,76.69,89.66,102.72
300000,25543.1862988472,"tf.Tensor(1.1789411, shape=(), dtype=float32)","tf.Tensor(6.347426, shape=(), dtype=float32)","tf.Tensor(-13.307195, shape=(), dtype=float32)","tf.Tensor(1.7212507, shape=(), dtype=float32)","tf.Tensor(3.7648363, shape=(), dtype=float32)","tf.Tensor(-26.418102, shape=(), dtype=float32)","tf.Tensor(-0.013801102, shape=(), dtype=float32)","tf.Tensor(-0.14471446, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.014885023, shape=(), dtype=float32)","tf.Tensor(6.8325324, shape=(), dtype=float32)","tf.Tensor(0.02809173, shape=(), dtype=float32)","tf.Tensor(10.285891, shape=(), dtype=float32)","tf.Tensor(0.027488682, shape=(), dtype=float32)","tf.Tensor(-0.12803885, shape=(), dtype=float32)",0.19003750251770019,18.612027526401803,32.688,56.2,80.23,97.66,113.6
310000,26332.275707244873,"tf.Tensor(1.2039227, shape=(), dtype=float32)","tf.Tensor(6.432964, shape=(), dtype=float32)","tf.Tensor(-13.858723, shape=(), dtype=float32)","tf.Tensor(1.6522309, shape=(), dtype=float32)","tf.Tensor(3.8493388, shape=(), dtype=float32)","tf.Tensor(-26.403301, shape=(), dtype=float32)","tf.Tensor(-0.04922959, shape=(), dtype=float32)","tf.Tensor(-0.05788532, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0029573746, shape=(), dtype=float32)","tf.Tensor(14.379774, shape=(), dtype=float32)","tf.Tensor(0.03639751, shape=(), dtype=float32)","tf.Tensor(45.991528, shape=(), dtype=float32)","tf.Tensor(-0.060108725, shape=(), dtype=float32)","tf.Tensor(-0.1207006, shape=(), dtype=float32)",0.19003750251770019,18.495063054431867,29.494,51.38,72.3,84.86,97.0
320000,27109.227700710297,"tf.Tensor(1.1886859, shape=(), dtype=float32)","tf.Tensor(6.3354077, shape=(), dtype=float32)","tf.Tensor(-13.374934, shape=(), dtype=float32)","tf.Tensor(1.8676045, shape=(), dtype=float32)","tf.Tensor(4.090933, shape=(), dtype=float32)","tf.Tensor(-25.18998, shape=(), dtype=float32)","tf.Tensor(-0.050524406, shape=(), dtype=float32)","tf.Tensor(-0.14717296, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00044535717, shape=(), dtype=float32)","tf.Tensor(16.66972, shape=(), dtype=float32)","tf.Tensor(3.9769457e-05, shape=(), dtype=float32)","tf.Tensor(32.347538, shape=(), dtype=float32)","tf.Tensor(-0.013243866, shape=(), dtype=float32)","tf.Tensor(-0.12762767, shape=(), dtype=float32)",0.19003750251770019,18.551175322260917,30.094,52.464,73.47,85.92,98.2
330000,27874.911878824234,"tf.Tensor(1.1862122, shape=(), dtype=float32)","tf.Tensor(6.3407173, shape=(), dtype=float32)","tf.Tensor(-13.231308, shape=(), dtype=float32)","tf.Tensor(2.396823, shape=(), dtype=float32)","tf.Tensor(3.898715, shape=(), dtype=float32)","tf.Tensor(-25.658916, shape=(), dtype=float32)","tf.Tensor(0.015595126, shape=(), dtype=float32)","tf.Tensor(-0.15083632, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00302386, shape=(), dtype=float32)","tf.Tensor(5.226559, shape=(), dtype=float32)","tf.Tensor(0.0029912107, shape=(), dtype=float32)","tf.Tensor(13.642712, shape=(), dtype=float32)","tf.Tensor(0.021730464, shape=(), dtype=float32)","tf.Tensor(-0.120670006, shape=(), dtype=float32)",0.19003750251770019,18.629612858385006,30.63,52.6,74.1,88.74,100.88
340000,31509.617384672165,"tf.Tensor(1.1978215, shape=(), dtype=float32)","tf.Tensor(6.4007463, shape=(), dtype=float32)","tf.Tensor(-14.147434, shape=(), dtype=float32)","tf.Tensor(2.7822285, shape=(), dtype=float32)","tf.Tensor(4.2509375, shape=(), dtype=float32)","tf.Tensor(-26.56688, shape=(), dtype=float32)","tf.Tensor(0.021851754, shape=(), dtype=float32)","tf.Tensor(-0.11094808, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.00031661085, shape=(), dtype=float32)","tf.Tensor(23.4276, shape=(), dtype=float32)","tf.Tensor(0.00027138417, shape=(), dtype=float32)","tf.Tensor(24.206001, shape=(), dtype=float32)","tf.Tensor(0.011624452, shape=(), dtype=float32)","tf.Tensor(-0.12565525, shape=(), dtype=float32)",0.19003750251770019,18.282422649614652,32.458,54.652,77.71,94.44,107.24
350000,32255.86981534958,"tf.Tensor(1.1976391, shape=(), dtype=float32)","tf.Tensor(6.3457036, shape=(), dtype=float32)","tf.Tensor(-13.856474, shape=(), dtype=float32)","tf.Tensor(2.0985289, shape=(), dtype=float32)","tf.Tensor(3.5832772, shape=(), dtype=float32)","tf.Tensor(-27.689121, shape=(), dtype=float32)","tf.Tensor(-0.036998987, shape=(), dtype=float32)","tf.Tensor(-0.06956982, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.009143402, shape=(), dtype=float32)","tf.Tensor(7.8887353, shape=(), dtype=float32)","tf.Tensor(0.03069261, shape=(), dtype=float32)","tf.Tensor(13.504828, shape=(), dtype=float32)","tf.Tensor(-0.040164776, shape=(), dtype=float32)","tf.Tensor(-0.12828676, shape=(), dtype=float32)",0.19003750251770019,18.815444992059515,30.318,52.784,75.01,90.04,100.92
360000,33004.25334906578,"tf.Tensor(1.1650275, shape=(), dtype=float32)","tf.Tensor(6.357985, shape=(), dtype=float32)","tf.Tensor(-13.965143, shape=(), dtype=float32)","tf.Tensor(2.3878913, shape=(), dtype=float32)","tf.Tensor(4.402923, shape=(), dtype=float32)","tf.Tensor(-27.049469, shape=(), dtype=float32)","tf.Tensor(0.0439577, shape=(), dtype=float32)","tf.Tensor(-0.13177326, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(9.335321e-06, shape=(), dtype=float32)","tf.Tensor(6.455612, shape=(), dtype=float32)","tf.Tensor(5.281458e-06, shape=(), dtype=float32)","tf.Tensor(30.452843, shape=(), dtype=float32)","tf.Tensor(0.091622904, shape=(), dtype=float32)","tf.Tensor(-0.13310276, shape=(), dtype=float32)",0.19003750251770019,18.63144787386835,31.382,55.388,78.04,90.84,102.44
370000,33754.504264354706,"tf.Tensor(1.203253, shape=(), dtype=float32)","tf.Tensor(6.349925, shape=(), dtype=float32)","tf.Tensor(-14.104617, shape=(), dtype=float32)","tf.Tensor(2.9003353, shape=(), dtype=float32)","tf.Tensor(4.205116, shape=(), dtype=float32)","tf.Tensor(-26.242779, shape=(), dtype=float32)","tf.Tensor(-0.020110108, shape=(), dtype=float32)","tf.Tensor(-0.08966923, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0028799179, shape=(), dtype=float32)","tf.Tensor(9.999349, shape=(), dtype=float32)","tf.Tensor(0.0025490778, shape=(), dtype=float32)","tf.Tensor(48.10888, shape=(), dtype=float32)","tf.Tensor(-0.005417155, shape=(), dtype=float32)","tf.Tensor(-0.11855884, shape=(), dtype=float32)",0.19003750251770019,18.405929379812267,31.886,54.38,77.27,93.34,108.72
380000,34501.175261735916,"tf.Tensor(1.2027947, shape=(), dtype=float32)","tf.Tensor(6.3743434, shape=(), dtype=float32)","tf.Tensor(-15.066648, shape=(), dtype=float32)","tf.Tensor(2.567058, shape=(), dtype=float32)","tf.Tensor(4.6915293, shape=(), dtype=float32)","tf.Tensor(-26.535364, shape=(), dtype=float32)","tf.Tensor(-0.018899841, shape=(), dtype=float32)","tf.Tensor(-0.16272177, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00016367518, shape=(), dtype=float32)","tf.Tensor(17.21827, shape=(), dtype=float32)","tf.Tensor(0.006583423, shape=(), dtype=float32)","tf.Tensor(10.210579, shape=(), dtype=float32)","tf.Tensor(-0.015738208, shape=(), dtype=float32)","tf.Tensor(-0.10949667, shape=(), dtype=float32)",0.19003750251770019,18.419622385606395,28.232,49.288,70.5,84.54,97.16
390000,35247.40654087067,"tf.Tensor(1.1794726, shape=(), dtype=float32)","tf.Tensor(6.3495035, shape=(), dtype=float32)","tf.Tensor(-13.2250595, shape=(), dtype=float32)","tf.Tensor(2.397902, shape=(), dtype=float32)","tf.Tensor(4.4434924, shape=(), dtype=float32)","tf.Tensor(-26.216799, shape=(), dtype=float32)","tf.Tensor(-0.011090803, shape=(), dtype=float32)","tf.Tensor(-0.12852176, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00075609836, shape=(), dtype=float32)","tf.Tensor(7.8398523, shape=(), dtype=float32)","tf.Tensor(0.007368832, shape=(), dtype=float32)","tf.Tensor(39.516613, shape=(), dtype=float32)","tf.Tensor(0.017029317, shape=(), dtype=float32)","tf.Tensor(-0.13600662, shape=(), dtype=float32)",0.19003750251770019,18.49680547850894,32.488,54.624,75.25,87.54,100.2
400000,35990.398668050766,"tf.Tensor(1.2013314, shape=(), dtype=float32)","tf.Tensor(6.372319, shape=(), dtype=float32)","tf.Tensor(-13.465123, shape=(), dtype=float32)","tf.Tensor(2.5942836, shape=(), dtype=float32)","tf.Tensor(3.9376585, shape=(), dtype=float32)","tf.Tensor(-27.12801, shape=(), dtype=float32)","tf.Tensor(-0.057045225, shape=(), dtype=float32)","tf.Tensor(-0.15887788, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.0015840575, shape=(), dtype=float32)","tf.Tensor(11.659069, shape=(), dtype=float32)","tf.Tensor(5.1550713e-05, shape=(), dtype=float32)","tf.Tensor(60.711773, shape=(), dtype=float32)","tf.Tensor(-0.07663546, shape=(), dtype=float32)","tf.Tensor(-0.12824646, shape=(), dtype=float32)",0.19003750251770019,18.490605855022647,29.896,51.036,73.61,89.9,106.24
410000,36737.525351047516,"tf.Tensor(1.1879727, shape=(), dtype=float32)","tf.Tensor(6.394131, shape=(), dtype=float32)","tf.Tensor(-12.91919, shape=(), dtype=float32)","tf.Tensor(2.5226169, shape=(), dtype=float32)","tf.Tensor(3.7800503, shape=(), dtype=float32)","tf.Tensor(-27.369053, shape=(), dtype=float32)","tf.Tensor(-0.02302651, shape=(), dtype=float32)","tf.Tensor(-0.13444503, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.002599043, shape=(), dtype=float32)","tf.Tensor(13.105541, shape=(), dtype=float32)","tf.Tensor(0.048290707, shape=(), dtype=float32)","tf.Tensor(14.122665, shape=(), dtype=float32)","tf.Tensor(-0.004503902, shape=(), dtype=float32)","tf.Tensor(-0.1276097, shape=(), dtype=float32)",0.19003750251770019,18.464407100223834,28.368,49.596,71.38,85.7,101.12
420000,37483.44765496254,"tf.Tensor(1.2017155, shape=(), dtype=float32)","tf.Tensor(6.287491, shape=(), dtype=float32)","tf.Tensor(-13.361141, shape=(), dtype=float32)","tf.Tensor(2.5030606, shape=(), dtype=float32)","tf.Tensor(3.9423368, shape=(), dtype=float32)","tf.Tensor(-28.42077, shape=(), dtype=float32)","tf.Tensor(-0.09135139, shape=(), dtype=float32)","tf.Tensor(-0.12054857, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.005157613, shape=(), dtype=float32)","tf.Tensor(9.342787, shape=(), dtype=float32)","tf.Tensor(0.10081496, shape=(), dtype=float32)","tf.Tensor(19.414106, shape=(), dtype=float32)","tf.Tensor(-0.04749178, shape=(), dtype=float32)","tf.Tensor(-0.12761638, shape=(), dtype=float32)",0.19003750251770019,18.834786141587667,28.07,49.64,71.88,85.98,96.04
430000,38233.18253540993,"tf.Tensor(1.1844665, shape=(), dtype=float32)","tf.Tensor(6.4013925, shape=(), dtype=float32)","tf.Tensor(-13.480824, shape=(), dtype=float32)","tf.Tensor(1.4193821, shape=(), dtype=float32)","tf.Tensor(3.813849, shape=(), dtype=float32)","tf.Tensor(-27.859169, shape=(), dtype=float32)","tf.Tensor(-0.03598297, shape=(), dtype=float32)","tf.Tensor(-0.1182185, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.001025002, shape=(), dtype=float32)","tf.Tensor(29.701258, shape=(), dtype=float32)","tf.Tensor(0.01371197, shape=(), dtype=float32)","tf.Tensor(15.539722, shape=(), dtype=float32)","tf.Tensor(-0.05130879, shape=(), dtype=float32)","tf.Tensor(-0.1378225, shape=(), dtype=float32)",0.19003750251770019,18.542591813026643,31.012,52.884,75.01,90.08,102.52
440000,38995.33765101433,"tf.Tensor(1.1795132, shape=(), dtype=float32)","tf.Tensor(6.3446674, shape=(), dtype=float32)","tf.Tensor(-13.334427, shape=(), dtype=float32)","tf.Tensor(2.1213129, shape=(), dtype=float32)","tf.Tensor(3.7545722, shape=(), dtype=float32)","tf.Tensor(-28.263311, shape=(), dtype=float32)","tf.Tensor(0.012343832, shape=(), dtype=float32)","tf.Tensor(-0.07002953, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.014666031, shape=(), dtype=float32)","tf.Tensor(5.841896, shape=(), dtype=float32)","tf.Tensor(1.7378158e-06, shape=(), dtype=float32)","tf.Tensor(17.527035, shape=(), dtype=float32)","tf.Tensor(0.034664046, shape=(), dtype=float32)","tf.Tensor(-0.13019852, shape=(), dtype=float32)",0.19003750251770019,18.470443114841242,30.756,52.448,73.53,87.96,100.88
