iteration,elapsed_time,cost_loss,nu_loss,actor_loss,anti_expert_nu,unlabeled_nu,init_nu,unlabeled_adv,anti_expert_adv,unlabeled_weight,anti_expert_weight,unlabeled_min_weight,unlabeled_max_weight,anti_expert_min_weight,anti_expert_max_weight,unlabeled_reward,anti_expert_reward,alpha,eval_return,eval_cost,CVar50,CVar20,CVar10,CVar5
100000,8008.192724466324,"tf.Tensor(1.2142355, shape=(), dtype=float32)","tf.Tensor(6.4998126, shape=(), dtype=float32)","tf.Tensor(-14.879797, shape=(), dtype=float32)","tf.Tensor(3.7762415, shape=(), dtype=float32)","tf.Tensor(4.420624, shape=(), dtype=float32)","tf.Tensor(-23.303152, shape=(), dtype=float32)","tf.Tensor(0.08197375, shape=(), dtype=float32)","tf.Tensor(-0.1961317, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0026959425, shape=(), dtype=float32)","tf.Tensor(13.97067, shape=(), dtype=float32)","tf.Tensor(0.010767865, shape=(), dtype=float32)","tf.Tensor(5.136932, shape=(), dtype=float32)","tf.Tensor(0.0981809, shape=(), dtype=float32)","tf.Tensor(-0.14649618, shape=(), dtype=float32)",0.2688682215118408,19.12921859092069,35.802,60.076,83.4,98.26,110.2
110000,8688.605282783508,"tf.Tensor(1.2502007, shape=(), dtype=float32)","tf.Tensor(6.396415, shape=(), dtype=float32)","tf.Tensor(-15.178649, shape=(), dtype=float32)","tf.Tensor(3.9173942, shape=(), dtype=float32)","tf.Tensor(4.4999247, shape=(), dtype=float32)","tf.Tensor(-24.798843, shape=(), dtype=float32)","tf.Tensor(-0.026765896, shape=(), dtype=float32)","tf.Tensor(-0.16594304, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.00011142596, shape=(), dtype=float32)","tf.Tensor(10.431901, shape=(), dtype=float32)","tf.Tensor(0.048235185, shape=(), dtype=float32)","tf.Tensor(20.90527, shape=(), dtype=float32)","tf.Tensor(-0.019947309, shape=(), dtype=float32)","tf.Tensor(-0.1303546, shape=(), dtype=float32)",0.2688682215118408,19.11153613168789,34.998,58.556,81.97,96.52,108.84
120000,9374.007104635239,"tf.Tensor(1.23254, shape=(), dtype=float32)","tf.Tensor(6.464647, shape=(), dtype=float32)","tf.Tensor(-15.162632, shape=(), dtype=float32)","tf.Tensor(4.4270306, shape=(), dtype=float32)","tf.Tensor(4.970525, shape=(), dtype=float32)","tf.Tensor(-24.142641, shape=(), dtype=float32)","tf.Tensor(-0.0274225, shape=(), dtype=float32)","tf.Tensor(-0.19648308, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00033861678, shape=(), dtype=float32)","tf.Tensor(10.447864, shape=(), dtype=float32)","tf.Tensor(0.025836743, shape=(), dtype=float32)","tf.Tensor(8.566532, shape=(), dtype=float32)","tf.Tensor(-0.01735811, shape=(), dtype=float32)","tf.Tensor(-0.15206726, shape=(), dtype=float32)",0.2688682215118408,19.234985337970837,34.23,57.212,80.23,96.18,109.6
130000,10040.29445695877,"tf.Tensor(1.2372819, shape=(), dtype=float32)","tf.Tensor(6.4096384, shape=(), dtype=float32)","tf.Tensor(-14.358286, shape=(), dtype=float32)","tf.Tensor(3.0977628, shape=(), dtype=float32)","tf.Tensor(4.145436, shape=(), dtype=float32)","tf.Tensor(-27.652624, shape=(), dtype=float32)","tf.Tensor(-0.036451153, shape=(), dtype=float32)","tf.Tensor(-0.15952061, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0003440054, shape=(), dtype=float32)","tf.Tensor(19.844667, shape=(), dtype=float32)","tf.Tensor(0.0014259327, shape=(), dtype=float32)","tf.Tensor(9.72552, shape=(), dtype=float32)","tf.Tensor(-0.016661674, shape=(), dtype=float32)","tf.Tensor(-0.14032269, shape=(), dtype=float32)",0.2688682215118408,19.16486504362028,31.16,52.152,72.18,85.9,98.24
140000,10701.783759117126,"tf.Tensor(1.245321, shape=(), dtype=float32)","tf.Tensor(6.387375, shape=(), dtype=float32)","tf.Tensor(-15.057008, shape=(), dtype=float32)","tf.Tensor(3.5827765, shape=(), dtype=float32)","tf.Tensor(3.9812539, shape=(), dtype=float32)","tf.Tensor(-27.55355, shape=(), dtype=float32)","tf.Tensor(-0.01168016, shape=(), dtype=float32)","tf.Tensor(-0.14817199, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0038348155, shape=(), dtype=float32)","tf.Tensor(8.880949, shape=(), dtype=float32)","tf.Tensor(0.040644813, shape=(), dtype=float32)","tf.Tensor(13.392708, shape=(), dtype=float32)","tf.Tensor(0.012597346, shape=(), dtype=float32)","tf.Tensor(-0.13011503, shape=(), dtype=float32)",0.2688682215118408,19.384027069340455,30.444,52.668,74.63,88.42,100.28
150000,11373.20317363739,"tf.Tensor(1.2390342, shape=(), dtype=float32)","tf.Tensor(6.349406, shape=(), dtype=float32)","tf.Tensor(-13.90097, shape=(), dtype=float32)","tf.Tensor(3.7049532, shape=(), dtype=float32)","tf.Tensor(4.348402, shape=(), dtype=float32)","tf.Tensor(-27.970814, shape=(), dtype=float32)","tf.Tensor(-0.044173762, shape=(), dtype=float32)","tf.Tensor(-0.14155546, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0019016056, shape=(), dtype=float32)","tf.Tensor(17.08761, shape=(), dtype=float32)","tf.Tensor(0.027196892, shape=(), dtype=float32)","tf.Tensor(9.766677, shape=(), dtype=float32)","tf.Tensor(0.023194753, shape=(), dtype=float32)","tf.Tensor(-0.13053946, shape=(), dtype=float32)",0.2688682215118408,19.104414664791264,31.846,54.124,77.47,93.64,108.56
160000,12046.367445230484,"tf.Tensor(1.2266592, shape=(), dtype=float32)","tf.Tensor(6.410986, shape=(), dtype=float32)","tf.Tensor(-13.841808, shape=(), dtype=float32)","tf.Tensor(3.112431, shape=(), dtype=float32)","tf.Tensor(3.987518, shape=(), dtype=float32)","tf.Tensor(-28.276138, shape=(), dtype=float32)","tf.Tensor(0.05309218, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.9999998, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.00084647286, shape=(), dtype=float32)","tf.Tensor(7.6007633, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.018295934, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)",0.2688682215118408,19.408451646122877,35.086,59.004,82.87,98.42,111.72
170000,12718.471109867096,"tf.Tensor(1.2366406, shape=(), dtype=float32)","tf.Tensor(6.3783484, shape=(), dtype=float32)","tf.Tensor(-15.5268135, shape=(), dtype=float32)","tf.Tensor(3.3477154, shape=(), dtype=float32)","tf.Tensor(3.7732503, shape=(), dtype=float32)","tf.Tensor(-28.62233, shape=(), dtype=float32)","tf.Tensor(0.011854945, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.00033163064, shape=(), dtype=float32)","tf.Tensor(14.166932, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.016927496, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)",0.2688682215118408,19.320477076292505,31.488,54.152,78.66,95.66,110.52
180000,13386.033290147781,"tf.Tensor(1.2239122, shape=(), dtype=float32)","tf.Tensor(6.3642654, shape=(), dtype=float32)","tf.Tensor(-14.97427, shape=(), dtype=float32)","tf.Tensor(3.3605306, shape=(), dtype=float32)","tf.Tensor(4.230503, shape=(), dtype=float32)","tf.Tensor(-28.699938, shape=(), dtype=float32)","tf.Tensor(0.025507549, shape=(), dtype=float32)","tf.Tensor(-0.1622062, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0041495333, shape=(), dtype=float32)","tf.Tensor(8.241829, shape=(), dtype=float32)","tf.Tensor(0.010037291, shape=(), dtype=float32)","tf.Tensor(16.12097, shape=(), dtype=float32)","tf.Tensor(0.019712996, shape=(), dtype=float32)","tf.Tensor(-0.16125342, shape=(), dtype=float32)",0.2688682215118408,19.015709018289694,32.588,56.32,79.09,93.7,108.28
190000,14055.002024888992,"tf.Tensor(1.2335697, shape=(), dtype=float32)","tf.Tensor(6.481972, shape=(), dtype=float32)","tf.Tensor(-14.248976, shape=(), dtype=float32)","tf.Tensor(3.2350447, shape=(), dtype=float32)","tf.Tensor(3.500275, shape=(), dtype=float32)","tf.Tensor(-29.481281, shape=(), dtype=float32)","tf.Tensor(0.051747456, shape=(), dtype=float32)","tf.Tensor(-0.12592818, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00024245617, shape=(), dtype=float32)","tf.Tensor(21.056835, shape=(), dtype=float32)","tf.Tensor(0.042755235, shape=(), dtype=float32)","tf.Tensor(11.031396, shape=(), dtype=float32)","tf.Tensor(0.03848827, shape=(), dtype=float32)","tf.Tensor(-0.133998, shape=(), dtype=float32)",0.2688682215118408,19.07230843595883,31.668,54.496,77.04,92.7,104.6
200000,14723.66641497612,"tf.Tensor(1.2315283, shape=(), dtype=float32)","tf.Tensor(6.440278, shape=(), dtype=float32)","tf.Tensor(-14.173687, shape=(), dtype=float32)","tf.Tensor(3.904304, shape=(), dtype=float32)","tf.Tensor(4.416374, shape=(), dtype=float32)","tf.Tensor(-27.815151, shape=(), dtype=float32)","tf.Tensor(0.055934742, shape=(), dtype=float32)","tf.Tensor(-0.13858631, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0005914829, shape=(), dtype=float32)","tf.Tensor(15.349965, shape=(), dtype=float32)","tf.Tensor(0.005522607, shape=(), dtype=float32)","tf.Tensor(14.785377, shape=(), dtype=float32)","tf.Tensor(0.033690725, shape=(), dtype=float32)","tf.Tensor(-0.14050916, shape=(), dtype=float32)",0.2688682215118408,19.06507885615959,32.034,54.476,77.97,95.36,110.4
210000,15388.601467132568,"tf.Tensor(1.2428477, shape=(), dtype=float32)","tf.Tensor(6.4400563, shape=(), dtype=float32)","tf.Tensor(-16.274277, shape=(), dtype=float32)","tf.Tensor(3.8083572, shape=(), dtype=float32)","tf.Tensor(4.517163, shape=(), dtype=float32)","tf.Tensor(-28.193178, shape=(), dtype=float32)","tf.Tensor(0.010676146, shape=(), dtype=float32)","tf.Tensor(-0.16415313, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.008464195, shape=(), dtype=float32)","tf.Tensor(12.672481, shape=(), dtype=float32)","tf.Tensor(0.023841593, shape=(), dtype=float32)","tf.Tensor(27.083359, shape=(), dtype=float32)","tf.Tensor(-0.013994725, shape=(), dtype=float32)","tf.Tensor(-0.14191957, shape=(), dtype=float32)",0.2688682215118408,19.26918165076273,29.008,50.828,74.63,90.4,106.2
220000,16061.310329198837,"tf.Tensor(1.2239093, shape=(), dtype=float32)","tf.Tensor(6.4105763, shape=(), dtype=float32)","tf.Tensor(-14.084158, shape=(), dtype=float32)","tf.Tensor(4.2687087, shape=(), dtype=float32)","tf.Tensor(5.2112436, shape=(), dtype=float32)","tf.Tensor(-27.49165, shape=(), dtype=float32)","tf.Tensor(0.010908423, shape=(), dtype=float32)","tf.Tensor(-0.17844288, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(8.511843e-05, shape=(), dtype=float32)","tf.Tensor(15.520124, shape=(), dtype=float32)","tf.Tensor(0.012766231, shape=(), dtype=float32)","tf.Tensor(10.224177, shape=(), dtype=float32)","tf.Tensor(0.03479112, shape=(), dtype=float32)","tf.Tensor(-0.14297841, shape=(), dtype=float32)",0.2688682215118408,19.371507990297513,35.254,59.02,80.28,92.18,103.64
230000,16733.14902997017,"tf.Tensor(1.2406383, shape=(), dtype=float32)","tf.Tensor(6.400225, shape=(), dtype=float32)","tf.Tensor(-14.144466, shape=(), dtype=float32)","tf.Tensor(3.7582493, shape=(), dtype=float32)","tf.Tensor(4.6424556, shape=(), dtype=float32)","tf.Tensor(-30.131863, shape=(), dtype=float32)","tf.Tensor(-0.050194025, shape=(), dtype=float32)","tf.Tensor(-0.13445105, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(4.3118787e-05, shape=(), dtype=float32)","tf.Tensor(21.532326, shape=(), dtype=float32)","tf.Tensor(0.013770903, shape=(), dtype=float32)","tf.Tensor(14.885717, shape=(), dtype=float32)","tf.Tensor(-0.03810835, shape=(), dtype=float32)","tf.Tensor(-0.13806714, shape=(), dtype=float32)",0.2688682215118408,19.446110151712713,34.452,58.944,82.82,97.92,112.76
240000,17410.144160032272,"tf.Tensor(1.2454112, shape=(), dtype=float32)","tf.Tensor(6.3228664, shape=(), dtype=float32)","tf.Tensor(-14.977606, shape=(), dtype=float32)","tf.Tensor(3.1654449, shape=(), dtype=float32)","tf.Tensor(4.562272, shape=(), dtype=float32)","tf.Tensor(-29.140657, shape=(), dtype=float32)","tf.Tensor(0.0011808313, shape=(), dtype=float32)","tf.Tensor(-0.09448388, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0021969222, shape=(), dtype=float32)","tf.Tensor(10.741669, shape=(), dtype=float32)","tf.Tensor(0.008868431, shape=(), dtype=float32)","tf.Tensor(24.308172, shape=(), dtype=float32)","tf.Tensor(-0.02331914, shape=(), dtype=float32)","tf.Tensor(-0.14145401, shape=(), dtype=float32)",0.2688682215118408,19.63083297767373,30.796,54.008,77.69,90.78,101.8
250000,18087.14709544182,"tf.Tensor(1.232708, shape=(), dtype=float32)","tf.Tensor(6.4489307, shape=(), dtype=float32)","tf.Tensor(-15.889185, shape=(), dtype=float32)","tf.Tensor(4.4333277, shape=(), dtype=float32)","tf.Tensor(4.9456553, shape=(), dtype=float32)","tf.Tensor(-29.667543, shape=(), dtype=float32)","tf.Tensor(0.029619552, shape=(), dtype=float32)","tf.Tensor(-0.16427016, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0032190955, shape=(), dtype=float32)","tf.Tensor(31.198822, shape=(), dtype=float32)","tf.Tensor(0.011182175, shape=(), dtype=float32)","tf.Tensor(19.364923, shape=(), dtype=float32)","tf.Tensor(0.033943765, shape=(), dtype=float32)","tf.Tensor(-0.14273879, shape=(), dtype=float32)",0.2688682215118408,19.242707208441125,32.678,56.12,80.41,96.32,108.4
260000,18790.399869680405,"tf.Tensor(1.2518008, shape=(), dtype=float32)","tf.Tensor(6.3306093, shape=(), dtype=float32)","tf.Tensor(-14.540199, shape=(), dtype=float32)","tf.Tensor(4.212644, shape=(), dtype=float32)","tf.Tensor(5.073802, shape=(), dtype=float32)","tf.Tensor(-29.344545, shape=(), dtype=float32)","tf.Tensor(-0.06408696, shape=(), dtype=float32)","tf.Tensor(-0.13950996, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.003313579, shape=(), dtype=float32)","tf.Tensor(14.32815, shape=(), dtype=float32)","tf.Tensor(0.04722375, shape=(), dtype=float32)","tf.Tensor(11.443827, shape=(), dtype=float32)","tf.Tensor(-0.0561855, shape=(), dtype=float32)","tf.Tensor(-0.14762922, shape=(), dtype=float32)",0.2688682215118408,19.288544993131662,32.48,55.036,75.05,87.5,98.84
270000,19471.944565296173,"tf.Tensor(1.2201922, shape=(), dtype=float32)","tf.Tensor(6.404993, shape=(), dtype=float32)","tf.Tensor(-14.836527, shape=(), dtype=float32)","tf.Tensor(4.288091, shape=(), dtype=float32)","tf.Tensor(5.6619873, shape=(), dtype=float32)","tf.Tensor(-28.569082, shape=(), dtype=float32)","tf.Tensor(0.024083719, shape=(), dtype=float32)","tf.Tensor(-0.14549562, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.0031054246, shape=(), dtype=float32)","tf.Tensor(20.637623, shape=(), dtype=float32)","tf.Tensor(0.016932385, shape=(), dtype=float32)","tf.Tensor(39.7649, shape=(), dtype=float32)","tf.Tensor(0.04720655, shape=(), dtype=float32)","tf.Tensor(-0.15118352, shape=(), dtype=float32)",0.2688682215118408,19.102440468796633,32.6,54.588,75.52,88.36,99.16
280000,20137.801015138626,"tf.Tensor(1.2288268, shape=(), dtype=float32)","tf.Tensor(6.4173346, shape=(), dtype=float32)","tf.Tensor(-14.669538, shape=(), dtype=float32)","tf.Tensor(3.6743996, shape=(), dtype=float32)","tf.Tensor(5.2090564, shape=(), dtype=float32)","tf.Tensor(-29.417223, shape=(), dtype=float32)","tf.Tensor(0.016377732, shape=(), dtype=float32)","tf.Tensor(-0.18557428, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.00237856, shape=(), dtype=float32)","tf.Tensor(26.766243, shape=(), dtype=float32)","tf.Tensor(0.019584768, shape=(), dtype=float32)","tf.Tensor(11.898492, shape=(), dtype=float32)","tf.Tensor(0.020799117, shape=(), dtype=float32)","tf.Tensor(-0.1527129, shape=(), dtype=float32)",0.2688682215118408,19.220926541297587,32.828,55.912,80.61,95.98,108.4
290000,20803.372425079346,"tf.Tensor(1.2388356, shape=(), dtype=float32)","tf.Tensor(6.4245205, shape=(), dtype=float32)","tf.Tensor(-14.526127, shape=(), dtype=float32)","tf.Tensor(4.4369206, shape=(), dtype=float32)","tf.Tensor(5.397864, shape=(), dtype=float32)","tf.Tensor(-30.387426, shape=(), dtype=float32)","tf.Tensor(0.010979241, shape=(), dtype=float32)","tf.Tensor(-0.13726161, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.009380521, shape=(), dtype=float32)","tf.Tensor(28.430584, shape=(), dtype=float32)","tf.Tensor(0.019443382, shape=(), dtype=float32)","tf.Tensor(19.383999, shape=(), dtype=float32)","tf.Tensor(0.027017202, shape=(), dtype=float32)","tf.Tensor(-0.13182396, shape=(), dtype=float32)",0.2688682215118408,19.251202152752036,33.67,56.336,77.6,89.42,100.08
300000,21468.88998913765,"tf.Tensor(1.233588, shape=(), dtype=float32)","tf.Tensor(6.264517, shape=(), dtype=float32)","tf.Tensor(-15.437706, shape=(), dtype=float32)","tf.Tensor(4.6044893, shape=(), dtype=float32)","tf.Tensor(5.2751822, shape=(), dtype=float32)","tf.Tensor(-30.120161, shape=(), dtype=float32)","tf.Tensor(-0.084453225, shape=(), dtype=float32)","tf.Tensor(-0.19003333, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0035688544, shape=(), dtype=float32)","tf.Tensor(9.467943, shape=(), dtype=float32)","tf.Tensor(0.0033778783, shape=(), dtype=float32)","tf.Tensor(88.7143, shape=(), dtype=float32)","tf.Tensor(-0.018854713, shape=(), dtype=float32)","tf.Tensor(-0.1580253, shape=(), dtype=float32)",0.2688682215118408,19.319253610048516,34.124,57.824,81.28,96.06,109.2
310000,22137.860130548477,"tf.Tensor(1.2587047, shape=(), dtype=float32)","tf.Tensor(6.34514, shape=(), dtype=float32)","tf.Tensor(-15.147882, shape=(), dtype=float32)","tf.Tensor(4.6802692, shape=(), dtype=float32)","tf.Tensor(5.489851, shape=(), dtype=float32)","tf.Tensor(-28.021078, shape=(), dtype=float32)","tf.Tensor(-0.07908062, shape=(), dtype=float32)","tf.Tensor(-0.15370302, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(9.951834e-05, shape=(), dtype=float32)","tf.Tensor(7.961617, shape=(), dtype=float32)","tf.Tensor(3.282341e-05, shape=(), dtype=float32)","tf.Tensor(11.666365, shape=(), dtype=float32)","tf.Tensor(-0.061499353, shape=(), dtype=float32)","tf.Tensor(-0.12989327, shape=(), dtype=float32)",0.2688682215118408,19.275692251971112,31.552,55.26,77.04,89.76,102.16
320000,22809.22669029236,"tf.Tensor(1.2292562, shape=(), dtype=float32)","tf.Tensor(6.4433665, shape=(), dtype=float32)","tf.Tensor(-14.4473915, shape=(), dtype=float32)","tf.Tensor(4.1663356, shape=(), dtype=float32)","tf.Tensor(5.591367, shape=(), dtype=float32)","tf.Tensor(-30.501461, shape=(), dtype=float32)","tf.Tensor(0.012221789, shape=(), dtype=float32)","tf.Tensor(-0.101115465, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0032162624, shape=(), dtype=float32)","tf.Tensor(17.874094, shape=(), dtype=float32)","tf.Tensor(0.0044832914, shape=(), dtype=float32)","tf.Tensor(11.616531, shape=(), dtype=float32)","tf.Tensor(0.027583735, shape=(), dtype=float32)","tf.Tensor(-0.13753197, shape=(), dtype=float32)",0.2688682215118408,19.475740176205946,34.598,57.512,78.48,91.86,104.92
330000,23478.92196917534,"tf.Tensor(1.2518487, shape=(), dtype=float32)","tf.Tensor(6.391274, shape=(), dtype=float32)","tf.Tensor(-15.539646, shape=(), dtype=float32)","tf.Tensor(4.8701854, shape=(), dtype=float32)","tf.Tensor(5.929992, shape=(), dtype=float32)","tf.Tensor(-28.213799, shape=(), dtype=float32)","tf.Tensor(-0.067375466, shape=(), dtype=float32)","tf.Tensor(-0.09855339, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.00030790074, shape=(), dtype=float32)","tf.Tensor(27.211811, shape=(), dtype=float32)","tf.Tensor(0.020688979, shape=(), dtype=float32)","tf.Tensor(16.497675, shape=(), dtype=float32)","tf.Tensor(-0.019303348, shape=(), dtype=float32)","tf.Tensor(-0.12157646, shape=(), dtype=float32)",0.2688682215118408,19.280844151028262,33.382,56.14,78.05,92.14,106.48
340000,24142.240603923798,"tf.Tensor(1.2327251, shape=(), dtype=float32)","tf.Tensor(6.3887334, shape=(), dtype=float32)","tf.Tensor(-15.798184, shape=(), dtype=float32)","tf.Tensor(4.858366, shape=(), dtype=float32)","tf.Tensor(5.883407, shape=(), dtype=float32)","tf.Tensor(-29.142694, shape=(), dtype=float32)","tf.Tensor(-0.03799661, shape=(), dtype=float32)","tf.Tensor(-0.12608002, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0013332318, shape=(), dtype=float32)","tf.Tensor(25.11525, shape=(), dtype=float32)","tf.Tensor(0.039903425, shape=(), dtype=float32)","tf.Tensor(12.247301, shape=(), dtype=float32)","tf.Tensor(-0.003920793, shape=(), dtype=float32)","tf.Tensor(-0.13556567, shape=(), dtype=float32)",0.2688682215118408,19.128623634802587,35.082,59.544,84.89,103.2,118.64
350000,24810.083868980408,"tf.Tensor(1.2565157, shape=(), dtype=float32)","tf.Tensor(6.3094172, shape=(), dtype=float32)","tf.Tensor(-15.401199, shape=(), dtype=float32)","tf.Tensor(5.590881, shape=(), dtype=float32)","tf.Tensor(6.672148, shape=(), dtype=float32)","tf.Tensor(-29.122417, shape=(), dtype=float32)","tf.Tensor(-0.10003759, shape=(), dtype=float32)","tf.Tensor(-0.18087608, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.009620724, shape=(), dtype=float32)","tf.Tensor(14.414725, shape=(), dtype=float32)","tf.Tensor(0.010840124, shape=(), dtype=float32)","tf.Tensor(30.376945, shape=(), dtype=float32)","tf.Tensor(-0.0632905, shape=(), dtype=float32)","tf.Tensor(-0.13305572, shape=(), dtype=float32)",0.2688682215118408,19.075524114308195,31.696,54.256,78.84,94.9,107.4
360000,25468.535613536835,"tf.Tensor(1.242134, shape=(), dtype=float32)","tf.Tensor(6.35541, shape=(), dtype=float32)","tf.Tensor(-14.415261, shape=(), dtype=float32)","tf.Tensor(5.857503, shape=(), dtype=float32)","tf.Tensor(6.9242225, shape=(), dtype=float32)","tf.Tensor(-28.538298, shape=(), dtype=float32)","tf.Tensor(-0.05160633, shape=(), dtype=float32)","tf.Tensor(-0.17817642, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0046652756, shape=(), dtype=float32)","tf.Tensor(13.084183, shape=(), dtype=float32)","tf.Tensor(0.024725314, shape=(), dtype=float32)","tf.Tensor(24.01856, shape=(), dtype=float32)","tf.Tensor(-0.01826451, shape=(), dtype=float32)","tf.Tensor(-0.13695022, shape=(), dtype=float32)",0.2688682215118408,19.32617586326382,35.534,60.212,85.14,101.64,116.68
370000,26134.819469451904,"tf.Tensor(1.2483257, shape=(), dtype=float32)","tf.Tensor(6.3680606, shape=(), dtype=float32)","tf.Tensor(-15.047456, shape=(), dtype=float32)","tf.Tensor(5.534472, shape=(), dtype=float32)","tf.Tensor(6.20475, shape=(), dtype=float32)","tf.Tensor(-27.753359, shape=(), dtype=float32)","tf.Tensor(0.013256307, shape=(), dtype=float32)","tf.Tensor(-0.16316909, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.024310663, shape=(), dtype=float32)","tf.Tensor(17.28891, shape=(), dtype=float32)","tf.Tensor(0.020948963, shape=(), dtype=float32)","tf.Tensor(10.678945, shape=(), dtype=float32)","tf.Tensor(0.012719382, shape=(), dtype=float32)","tf.Tensor(-0.123562016, shape=(), dtype=float32)",0.2688682215118408,19.201038923320905,32.54,55.108,76.86,92.74,106.88
