iteration,elapsed_time,cost_loss,nu_loss,actor_loss,anti_expert_nu,unlabeled_nu,init_nu,unlabeled_adv,anti_expert_adv,unlabeled_weight,anti_expert_weight,unlabeled_min_weight,unlabeled_max_weight,anti_expert_min_weight,anti_expert_max_weight,unlabeled_reward,anti_expert_reward,alpha,eval_return,eval_cost,CVar50,CVar20,CVar10,CVar5
660000,45336.42092227936,"tf.Tensor(1.2384377, shape=(), dtype=float32)","tf.Tensor(6.3400483, shape=(), dtype=float32)","tf.Tensor(-15.9057045, shape=(), dtype=float32)","tf.Tensor(9.892223, shape=(), dtype=float32)","tf.Tensor(12.065456, shape=(), dtype=float32)","tf.Tensor(-26.267422, shape=(), dtype=float32)","tf.Tensor(-0.07474068, shape=(), dtype=float32)","tf.Tensor(-0.18000957, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00015802994, shape=(), dtype=float32)","tf.Tensor(13.467847, shape=(), dtype=float32)","tf.Tensor(0.022046665, shape=(), dtype=float32)","tf.Tensor(13.439906, shape=(), dtype=float32)","tf.Tensor(-0.018718544, shape=(), dtype=float32)","tf.Tensor(-0.13935596, shape=(), dtype=float32)",0.2688682215118408,19.291451496483113,35.136,58.976,82.76,98.5,111.76
670000,45996.59095597267,"tf.Tensor(1.2443703, shape=(), dtype=float32)","tf.Tensor(6.3689914, shape=(), dtype=float32)","tf.Tensor(-14.928214, shape=(), dtype=float32)","tf.Tensor(10.994267, shape=(), dtype=float32)","tf.Tensor(12.365425, shape=(), dtype=float32)","tf.Tensor(-26.05282, shape=(), dtype=float32)","tf.Tensor(-0.10029437, shape=(), dtype=float32)","tf.Tensor(-0.17880951, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.0007424753, shape=(), dtype=float32)","tf.Tensor(22.466427, shape=(), dtype=float32)","tf.Tensor(0.012051187, shape=(), dtype=float32)","tf.Tensor(12.847774, shape=(), dtype=float32)","tf.Tensor(-0.013308503, shape=(), dtype=float32)","tf.Tensor(-0.12420802, shape=(), dtype=float32)",0.2688682215118408,19.325268124997617,35.362,60.42,84.01,98.38,113.36
680000,46659.34358000755,"tf.Tensor(1.2327709, shape=(), dtype=float32)","tf.Tensor(6.4318023, shape=(), dtype=float32)","tf.Tensor(-14.5135765, shape=(), dtype=float32)","tf.Tensor(11.805721, shape=(), dtype=float32)","tf.Tensor(12.49427, shape=(), dtype=float32)","tf.Tensor(-25.760902, shape=(), dtype=float32)","tf.Tensor(-0.049049336, shape=(), dtype=float32)","tf.Tensor(-0.24033605, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0020077773, shape=(), dtype=float32)","tf.Tensor(24.36956, shape=(), dtype=float32)","tf.Tensor(0.006733612, shape=(), dtype=float32)","tf.Tensor(6.9622273, shape=(), dtype=float32)","tf.Tensor(0.026815843, shape=(), dtype=float32)","tf.Tensor(-0.13823697, shape=(), dtype=float32)",0.2688682215118408,19.4454954232235,35.338,59.248,80.32,91.92,104.0
690000,47320.952494859695,"tf.Tensor(1.2286073, shape=(), dtype=float32)","tf.Tensor(6.299893, shape=(), dtype=float32)","tf.Tensor(-15.121727, shape=(), dtype=float32)","tf.Tensor(11.839035, shape=(), dtype=float32)","tf.Tensor(13.015884, shape=(), dtype=float32)","tf.Tensor(-27.203356, shape=(), dtype=float32)","tf.Tensor(-0.043721646, shape=(), dtype=float32)","tf.Tensor(-0.27904847, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0127843255, shape=(), dtype=float32)","tf.Tensor(10.817048, shape=(), dtype=float32)","tf.Tensor(5.65998e-06, shape=(), dtype=float32)","tf.Tensor(9.029814, shape=(), dtype=float32)","tf.Tensor(0.027055213, shape=(), dtype=float32)","tf.Tensor(-0.15870593, shape=(), dtype=float32)",0.2688682215118408,19.380524196000493,36.136,62.112,87.44,102.3,115.4
700000,47983.84177565575,"tf.Tensor(1.232965, shape=(), dtype=float32)","tf.Tensor(6.3846107, shape=(), dtype=float32)","tf.Tensor(-14.773314, shape=(), dtype=float32)","tf.Tensor(10.969342, shape=(), dtype=float32)","tf.Tensor(11.13398, shape=(), dtype=float32)","tf.Tensor(-26.447, shape=(), dtype=float32)","tf.Tensor(-0.024567168, shape=(), dtype=float32)","tf.Tensor(-0.21940994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0016445685, shape=(), dtype=float32)","tf.Tensor(8.409434, shape=(), dtype=float32)","tf.Tensor(0.0053993817, shape=(), dtype=float32)","tf.Tensor(39.386528, shape=(), dtype=float32)","tf.Tensor(0.027078453, shape=(), dtype=float32)","tf.Tensor(-0.14108494, shape=(), dtype=float32)",0.2688682215118408,19.540421676214216,31.258,54.924,78.82,92.56,104.44
710000,48648.545545339584,"tf.Tensor(1.2419398, shape=(), dtype=float32)","tf.Tensor(6.3450675, shape=(), dtype=float32)","tf.Tensor(-14.698538, shape=(), dtype=float32)","tf.Tensor(11.594786, shape=(), dtype=float32)","tf.Tensor(12.576099, shape=(), dtype=float32)","tf.Tensor(-26.494997, shape=(), dtype=float32)","tf.Tensor(-0.05230678, shape=(), dtype=float32)","tf.Tensor(-0.2225666, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0022175594, shape=(), dtype=float32)","tf.Tensor(13.892163, shape=(), dtype=float32)","tf.Tensor(0.008804922, shape=(), dtype=float32)","tf.Tensor(11.204323, shape=(), dtype=float32)","tf.Tensor(0.025109332, shape=(), dtype=float32)","tf.Tensor(-0.12756583, shape=(), dtype=float32)",0.2688682215118408,19.349031125712244,36.112,60.02,83.16,96.6,109.16
720000,49315.9605243206,"tf.Tensor(1.2433654, shape=(), dtype=float32)","tf.Tensor(6.3189464, shape=(), dtype=float32)","tf.Tensor(-15.375309, shape=(), dtype=float32)","tf.Tensor(11.220242, shape=(), dtype=float32)","tf.Tensor(12.724855, shape=(), dtype=float32)","tf.Tensor(-26.126013, shape=(), dtype=float32)","tf.Tensor(-0.119294934, shape=(), dtype=float32)","tf.Tensor(-0.17150284, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0031350951, shape=(), dtype=float32)","tf.Tensor(20.567646, shape=(), dtype=float32)","tf.Tensor(0.004687153, shape=(), dtype=float32)","tf.Tensor(28.970129, shape=(), dtype=float32)","tf.Tensor(-0.009492301, shape=(), dtype=float32)","tf.Tensor(-0.139879, shape=(), dtype=float32)",0.2688682215118408,19.374273631004332,34.096,58.576,83.62,100.7,116.24
730000,49976.64742708206,"tf.Tensor(1.2325797, shape=(), dtype=float32)","tf.Tensor(6.2840953, shape=(), dtype=float32)","tf.Tensor(-14.0671, shape=(), dtype=float32)","tf.Tensor(10.9154625, shape=(), dtype=float32)","tf.Tensor(13.213295, shape=(), dtype=float32)","tf.Tensor(-26.239561, shape=(), dtype=float32)","tf.Tensor(-0.06375783, shape=(), dtype=float32)","tf.Tensor(-0.20128588, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0010944026, shape=(), dtype=float32)","tf.Tensor(8.1376505, shape=(), dtype=float32)","tf.Tensor(0.0030657938, shape=(), dtype=float32)","tf.Tensor(22.271576, shape=(), dtype=float32)","tf.Tensor(0.023837669, shape=(), dtype=float32)","tf.Tensor(-0.14458968, shape=(), dtype=float32)",0.2688682215118408,19.29577806008824,34.662,58.808,80.65,94.74,109.36
740000,50640.388242959976,"tf.Tensor(1.2144622, shape=(), dtype=float32)","tf.Tensor(6.500313, shape=(), dtype=float32)","tf.Tensor(-14.990049, shape=(), dtype=float32)","tf.Tensor(10.9735985, shape=(), dtype=float32)","tf.Tensor(12.290642, shape=(), dtype=float32)","tf.Tensor(-25.350086, shape=(), dtype=float32)","tf.Tensor(0.012814866, shape=(), dtype=float32)","tf.Tensor(-0.19781838, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0006456791, shape=(), dtype=float32)","tf.Tensor(14.796045, shape=(), dtype=float32)","tf.Tensor(0.034856476, shape=(), dtype=float32)","tf.Tensor(11.187995, shape=(), dtype=float32)","tf.Tensor(0.079627514, shape=(), dtype=float32)","tf.Tensor(-0.14106713, shape=(), dtype=float32)",0.2688682215118408,19.192682180181603,33.984,59.016,86.41,106.26,123.52
750000,51323.34328126907,"tf.Tensor(1.228094, shape=(), dtype=float32)","tf.Tensor(6.3291035, shape=(), dtype=float32)","tf.Tensor(-15.3360615, shape=(), dtype=float32)","tf.Tensor(11.810777, shape=(), dtype=float32)","tf.Tensor(13.560974, shape=(), dtype=float32)","tf.Tensor(-25.817583, shape=(), dtype=float32)","tf.Tensor(-0.1606395, shape=(), dtype=float32)","tf.Tensor(-0.24189869, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.00017064631, shape=(), dtype=float32)","tf.Tensor(17.301184, shape=(), dtype=float32)","tf.Tensor(0.0009412624, shape=(), dtype=float32)","tf.Tensor(32.303505, shape=(), dtype=float32)","tf.Tensor(-0.03480997, shape=(), dtype=float32)","tf.Tensor(-0.15100658, shape=(), dtype=float32)",0.2688682215118408,19.574227782493242,33.616,56.1,78.57,93.06,107.08
760000,52030.187036275864,"tf.Tensor(1.2469016, shape=(), dtype=float32)","tf.Tensor(6.266498, shape=(), dtype=float32)","tf.Tensor(-15.805061, shape=(), dtype=float32)","tf.Tensor(12.752406, shape=(), dtype=float32)","tf.Tensor(13.828646, shape=(), dtype=float32)","tf.Tensor(-25.987404, shape=(), dtype=float32)","tf.Tensor(-0.13072787, shape=(), dtype=float32)","tf.Tensor(-0.1993692, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.2334916e-05, shape=(), dtype=float32)","tf.Tensor(13.204807, shape=(), dtype=float32)","tf.Tensor(0.010124617, shape=(), dtype=float32)","tf.Tensor(15.641087, shape=(), dtype=float32)","tf.Tensor(-0.0017267149, shape=(), dtype=float32)","tf.Tensor(-0.1324302, shape=(), dtype=float32)",0.2688682215118408,19.484067152343442,35.366,59.672,84.37,99.04,111.68
770000,52731.94568634033,"tf.Tensor(1.2325025, shape=(), dtype=float32)","tf.Tensor(6.47059, shape=(), dtype=float32)","tf.Tensor(-13.393278, shape=(), dtype=float32)","tf.Tensor(12.52128, shape=(), dtype=float32)","tf.Tensor(13.102109, shape=(), dtype=float32)","tf.Tensor(-24.46051, shape=(), dtype=float32)","tf.Tensor(-0.04013654, shape=(), dtype=float32)","tf.Tensor(-0.22336511, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0010219716, shape=(), dtype=float32)","tf.Tensor(25.48003, shape=(), dtype=float32)","tf.Tensor(0.03335437, shape=(), dtype=float32)","tf.Tensor(12.498289, shape=(), dtype=float32)","tf.Tensor(0.019255396, shape=(), dtype=float32)","tf.Tensor(-0.14916253, shape=(), dtype=float32)",0.2688682215118408,19.359808050135506,36.728,62.816,87.08,100.86,114.12
780000,53425.59945631027,"tf.Tensor(1.2402451, shape=(), dtype=float32)","tf.Tensor(6.3222227, shape=(), dtype=float32)","tf.Tensor(-14.769624, shape=(), dtype=float32)","tf.Tensor(12.505538, shape=(), dtype=float32)","tf.Tensor(13.788272, shape=(), dtype=float32)","tf.Tensor(-25.480392, shape=(), dtype=float32)","tf.Tensor(-0.10164334, shape=(), dtype=float32)","tf.Tensor(-0.21674493, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.004623822, shape=(), dtype=float32)","tf.Tensor(18.928139, shape=(), dtype=float32)","tf.Tensor(2.9992272e-05, shape=(), dtype=float32)","tf.Tensor(15.041851, shape=(), dtype=float32)","tf.Tensor(-0.015843742, shape=(), dtype=float32)","tf.Tensor(-0.13887739, shape=(), dtype=float32)",0.2688682215118408,19.402937729221264,37.804,62.88,87.66,103.0,115.88
790000,54123.80450320244,"tf.Tensor(1.238679, shape=(), dtype=float32)","tf.Tensor(6.3140454, shape=(), dtype=float32)","tf.Tensor(-15.475328, shape=(), dtype=float32)","tf.Tensor(12.416118, shape=(), dtype=float32)","tf.Tensor(13.549335, shape=(), dtype=float32)","tf.Tensor(-25.67676, shape=(), dtype=float32)","tf.Tensor(-0.1293752, shape=(), dtype=float32)","tf.Tensor(-0.2326097, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.003584245, shape=(), dtype=float32)","tf.Tensor(13.589654, shape=(), dtype=float32)","tf.Tensor(0.022535581, shape=(), dtype=float32)","tf.Tensor(9.176383, shape=(), dtype=float32)","tf.Tensor(0.011126944, shape=(), dtype=float32)","tf.Tensor(-0.13741973, shape=(), dtype=float32)",0.2688682215118408,19.383751630938292,35.078,58.732,81.98,96.04,110.0
800000,54824.32911634445,"tf.Tensor(1.2324653, shape=(), dtype=float32)","tf.Tensor(6.3997006, shape=(), dtype=float32)","tf.Tensor(-14.344304, shape=(), dtype=float32)","tf.Tensor(13.22113, shape=(), dtype=float32)","tf.Tensor(13.720182, shape=(), dtype=float32)","tf.Tensor(-25.04911, shape=(), dtype=float32)","tf.Tensor(-0.045945797, shape=(), dtype=float32)","tf.Tensor(-0.27187437, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.004726969, shape=(), dtype=float32)","tf.Tensor(25.457531, shape=(), dtype=float32)","tf.Tensor(0.010807119, shape=(), dtype=float32)","tf.Tensor(13.61608, shape=(), dtype=float32)","tf.Tensor(0.028397437, shape=(), dtype=float32)","tf.Tensor(-0.14600834, shape=(), dtype=float32)",0.2688682215118408,19.310656089125803,34.666,57.716,79.97,94.5,106.36
810000,55525.159761190414,"tf.Tensor(1.2392937, shape=(), dtype=float32)","tf.Tensor(6.4490304, shape=(), dtype=float32)","tf.Tensor(-14.065129, shape=(), dtype=float32)","tf.Tensor(11.929535, shape=(), dtype=float32)","tf.Tensor(13.017974, shape=(), dtype=float32)","tf.Tensor(-25.945675, shape=(), dtype=float32)","tf.Tensor(-0.13869809, shape=(), dtype=float32)","tf.Tensor(-0.17487559, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.00012899193, shape=(), dtype=float32)","tf.Tensor(36.189785, shape=(), dtype=float32)","tf.Tensor(0.039640352, shape=(), dtype=float32)","tf.Tensor(16.722366, shape=(), dtype=float32)","tf.Tensor(-0.06720697, shape=(), dtype=float32)","tf.Tensor(-0.14885265, shape=(), dtype=float32)",0.2688682215118408,19.566646690832226,37.24,60.9,86.76,103.98,116.84
820000,56219.646555900574,"tf.Tensor(1.2339016, shape=(), dtype=float32)","tf.Tensor(6.44248, shape=(), dtype=float32)","tf.Tensor(-14.66511, shape=(), dtype=float32)","tf.Tensor(13.0100765, shape=(), dtype=float32)","tf.Tensor(13.517717, shape=(), dtype=float32)","tf.Tensor(-25.062654, shape=(), dtype=float32)","tf.Tensor(-0.08870344, shape=(), dtype=float32)","tf.Tensor(-0.23077288, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.4033026e-07, shape=(), dtype=float32)","tf.Tensor(18.095156, shape=(), dtype=float32)","tf.Tensor(0.027050924, shape=(), dtype=float32)","tf.Tensor(8.262778, shape=(), dtype=float32)","tf.Tensor(0.021548942, shape=(), dtype=float32)","tf.Tensor(-0.138322, shape=(), dtype=float32)",0.2688682215118408,19.41142070524929,36.31,60.46,85.91,104.14,119.72
830000,56896.51835346222,"tf.Tensor(1.2437059, shape=(), dtype=float32)","tf.Tensor(6.312114, shape=(), dtype=float32)","tf.Tensor(-14.590657, shape=(), dtype=float32)","tf.Tensor(11.7540245, shape=(), dtype=float32)","tf.Tensor(14.207977, shape=(), dtype=float32)","tf.Tensor(-26.744032, shape=(), dtype=float32)","tf.Tensor(-0.1399214, shape=(), dtype=float32)","tf.Tensor(-0.20708269, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.841314e-07, shape=(), dtype=float32)","tf.Tensor(24.022734, shape=(), dtype=float32)","tf.Tensor(0.015970057, shape=(), dtype=float32)","tf.Tensor(14.465848, shape=(), dtype=float32)","tf.Tensor(-0.0026634634, shape=(), dtype=float32)","tf.Tensor(-0.13303047, shape=(), dtype=float32)",0.2688682215118408,19.536988604538653,37.254,62.0,85.41,101.22,115.32
840000,57571.57403635979,"tf.Tensor(1.2342068, shape=(), dtype=float32)","tf.Tensor(6.238477, shape=(), dtype=float32)","tf.Tensor(-15.803399, shape=(), dtype=float32)","tf.Tensor(12.649111, shape=(), dtype=float32)","tf.Tensor(14.431955, shape=(), dtype=float32)","tf.Tensor(-25.61121, shape=(), dtype=float32)","tf.Tensor(-0.2141237, shape=(), dtype=float32)","tf.Tensor(-0.2813349, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00015519248, shape=(), dtype=float32)","tf.Tensor(12.18016, shape=(), dtype=float32)","tf.Tensor(0.0036724189, shape=(), dtype=float32)","tf.Tensor(16.572895, shape=(), dtype=float32)","tf.Tensor(-0.01634029, shape=(), dtype=float32)","tf.Tensor(-0.14642853, shape=(), dtype=float32)",0.2688682215118408,19.49416901900532,39.904,65.996,94.45,113.56,133.36
850000,58250.00036597252,"tf.Tensor(1.2464311, shape=(), dtype=float32)","tf.Tensor(6.3189893, shape=(), dtype=float32)","tf.Tensor(-15.644691, shape=(), dtype=float32)","tf.Tensor(12.390945, shape=(), dtype=float32)","tf.Tensor(14.560941, shape=(), dtype=float32)","tf.Tensor(-26.23509, shape=(), dtype=float32)","tf.Tensor(-0.10878747, shape=(), dtype=float32)","tf.Tensor(-0.18845855, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(2.6629414e-05, shape=(), dtype=float32)","tf.Tensor(9.169315, shape=(), dtype=float32)","tf.Tensor(0.042995796, shape=(), dtype=float32)","tf.Tensor(30.369741, shape=(), dtype=float32)","tf.Tensor(0.023535669, shape=(), dtype=float32)","tf.Tensor(-0.12039528, shape=(), dtype=float32)",0.2688682215118408,19.6652758461679,37.562,62.8,86.84,100.36,111.0
860000,58929.478833675385,"tf.Tensor(1.240677, shape=(), dtype=float32)","tf.Tensor(6.323613, shape=(), dtype=float32)","tf.Tensor(-13.806443, shape=(), dtype=float32)","tf.Tensor(14.03144, shape=(), dtype=float32)","tf.Tensor(14.500905, shape=(), dtype=float32)","tf.Tensor(-25.654018, shape=(), dtype=float32)","tf.Tensor(-0.09242996, shape=(), dtype=float32)","tf.Tensor(-0.26242012, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00067921774, shape=(), dtype=float32)","tf.Tensor(15.259595, shape=(), dtype=float32)","tf.Tensor(0.036751136, shape=(), dtype=float32)","tf.Tensor(24.494905, shape=(), dtype=float32)","tf.Tensor(0.028576134, shape=(), dtype=float32)","tf.Tensor(-0.12884277, shape=(), dtype=float32)",0.2688682215118408,19.371432191306493,37.86,63.688,87.67,102.68,118.4
870000,59608.51831626892,"tf.Tensor(1.2376274, shape=(), dtype=float32)","tf.Tensor(6.317868, shape=(), dtype=float32)","tf.Tensor(-13.906479, shape=(), dtype=float32)","tf.Tensor(13.2070465, shape=(), dtype=float32)","tf.Tensor(13.853804, shape=(), dtype=float32)","tf.Tensor(-25.34898, shape=(), dtype=float32)","tf.Tensor(-0.11050153, shape=(), dtype=float32)","tf.Tensor(-0.21891811, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0031123e-05, shape=(), dtype=float32)","tf.Tensor(13.2633915, shape=(), dtype=float32)","tf.Tensor(0.036094923, shape=(), dtype=float32)","tf.Tensor(10.451864, shape=(), dtype=float32)","tf.Tensor(-0.0045245476, shape=(), dtype=float32)","tf.Tensor(-0.139073, shape=(), dtype=float32)",0.2688682215118408,19.501864953391163,36.092,61.784,87.85,103.88,117.28
880000,60291.28002357483,"tf.Tensor(1.215455, shape=(), dtype=float32)","tf.Tensor(6.3973393, shape=(), dtype=float32)","tf.Tensor(-14.404796, shape=(), dtype=float32)","tf.Tensor(12.964849, shape=(), dtype=float32)","tf.Tensor(15.294698, shape=(), dtype=float32)","tf.Tensor(-25.823736, shape=(), dtype=float32)","tf.Tensor(0.012606198, shape=(), dtype=float32)","tf.Tensor(-0.1800217, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0013497979, shape=(), dtype=float32)","tf.Tensor(13.356593, shape=(), dtype=float32)","tf.Tensor(0.033400208, shape=(), dtype=float32)","tf.Tensor(13.593497, shape=(), dtype=float32)","tf.Tensor(0.11582872, shape=(), dtype=float32)","tf.Tensor(-0.13672905, shape=(), dtype=float32)",0.2688682215118408,19.51945659413124,37.386,61.992,88.51,107.94,122.48
890000,60965.09644365311,"tf.Tensor(1.238367, shape=(), dtype=float32)","tf.Tensor(6.204972, shape=(), dtype=float32)","tf.Tensor(-14.676322, shape=(), dtype=float32)","tf.Tensor(13.5111, shape=(), dtype=float32)","tf.Tensor(15.403487, shape=(), dtype=float32)","tf.Tensor(-25.644194, shape=(), dtype=float32)","tf.Tensor(-0.19843376, shape=(), dtype=float32)","tf.Tensor(-0.21954888, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.004232971, shape=(), dtype=float32)","tf.Tensor(15.05055, shape=(), dtype=float32)","tf.Tensor(0.0041477415, shape=(), dtype=float32)","tf.Tensor(19.469261, shape=(), dtype=float32)","tf.Tensor(-0.052310936, shape=(), dtype=float32)","tf.Tensor(-0.1465908, shape=(), dtype=float32)",0.2688682215118408,19.436002419908107,34.328,57.18,78.49,93.66,106.96
900000,61642.64602947235,"tf.Tensor(1.2425086, shape=(), dtype=float32)","tf.Tensor(6.2702956, shape=(), dtype=float32)","tf.Tensor(-14.063975, shape=(), dtype=float32)","tf.Tensor(13.839105, shape=(), dtype=float32)","tf.Tensor(15.055756, shape=(), dtype=float32)","tf.Tensor(-26.450842, shape=(), dtype=float32)","tf.Tensor(-0.09876635, shape=(), dtype=float32)","tf.Tensor(-0.24239853, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.9671845e-05, shape=(), dtype=float32)","tf.Tensor(5.027037, shape=(), dtype=float32)","tf.Tensor(0.0054091164, shape=(), dtype=float32)","tf.Tensor(27.950928, shape=(), dtype=float32)","tf.Tensor(0.0134638855, shape=(), dtype=float32)","tf.Tensor(-0.13268757, shape=(), dtype=float32)",0.2688682215118408,19.494978668763633,34.928,58.86,82.67,97.8,109.64
910000,62319.978853702545,"tf.Tensor(1.224643, shape=(), dtype=float32)","tf.Tensor(6.3488293, shape=(), dtype=float32)","tf.Tensor(-14.78422, shape=(), dtype=float32)","tf.Tensor(13.771102, shape=(), dtype=float32)","tf.Tensor(14.876808, shape=(), dtype=float32)","tf.Tensor(-25.99347, shape=(), dtype=float32)","tf.Tensor(-0.0731717, shape=(), dtype=float32)","tf.Tensor(-0.24014077, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.01646159, shape=(), dtype=float32)","tf.Tensor(23.711826, shape=(), dtype=float32)","tf.Tensor(0.01932085, shape=(), dtype=float32)","tf.Tensor(10.49146, shape=(), dtype=float32)","tf.Tensor(0.049295694, shape=(), dtype=float32)","tf.Tensor(-0.14038035, shape=(), dtype=float32)",0.2688682215118408,19.576867738086076,36.13,61.02,86.96,104.56,119.28
